Sunpetal Grove (XLN),Price - In,# Bought,# Left,Total,Current,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,Price - Out,#,Total,Margin,% Gain,,,,,,,
Stromkirk Occultist,0.01,100,76,1.00,0.76,0.04,20,0.8,0.6,300%,0.03,4,0.12,0.08,200%,,,,,,,,,,,,,,,,,,,,,,
Stromkirk Occultist,0.009,40,8,0.36,0.07,0.02,4,0.08,0.044,122%,0.04,8,0.32,0.248,344%,0.06,16,0.96,0.816,567%,0.03,4,0.12,0.084,233%,,,,,,,,,,,,
Sulfuric Vortex,0.04,4,4,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary Dismissal,0.11,12,0,1.32,0.00,0.12,4,0.48,0.04,9%,0.14,4,0.56,0.12,27%,0.13,4,0.52,0.08,18%,,,,,,,,,,,,,,,,,
Summary Dismissal,0.08,16,0,1.28,0.00,0.16,8,1.28,0.64,100%,0.15,4,0.6,0.28,88%,0.2125,4,0.85,0.53,166%,,,,,,,,,,,,,,,,,
Summary Dismissal,0.09,8,0,0.72,0.00,0.2125,4,0.85,0.49,136%,0.12,4,0.48,0.12,33%,,,,,,,,,,,,,,,,,,,,,,
Summary Dismissal,0.07,4,0,0.28,0.00,0.31,4,1.24,0.96,343%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary Dismissal,0.06,4,0,0.24,0.00,0.374,4,1.496,1.256,523%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary Dismissal,0.04,8,0,0.32,0.00,0.39,8,3.12,2.8,875%,,,,,,,,,,,,,,,,,,,,,,53.0595,,,,,
Summary Dismissal,0.03,48,16,1.44,0.48,0.374,4,1.496,1.376,1147%,0.12,8,0.96,0.72,300%,0.17,16,2.72,2.24,467%,0.28,4,1.12,1,833%,,,,,,,,,,,,
Summary Dismissal,0.03,20,0,0.60,0.00,0.07,16,1.12,0.64,133%,0.06,4,0.24,0.12,100%,,,,,,,,,,,,,,,,,,,,,,
Summary Dismissal,0.02,80,0,1.60,0.00,0.28,4,1.12,1.04,1300%,0.29,24,6.96,6.48,1350%,0.3,20,6,5.6,1400%,0.34,24,8.16,7.68,1600%,0.185,8,1.48,1.32,825%,,,,,,,
Summary Dismissal,0.01,36,0,0.36,0.00,0.19,8,1.52,1.44,1800%,0.18,4,0.72,0.68,1700%,0.36,12,4.32,4.2,3500%,0.544,8,4.352,4.272,5340%,0.45,4,1.8,1.76,4400%,,,,,,,
Summary Dismissal,0.01,23,0,0.23,0.00,0.5185,7,3.6295,3.5595,5085%,0.21,4,0.84,0.8,2000%,0.2,4,0.8,0.76,1900%,0.017,8,0.136,0.056,70%,,,,,,,,,,,,
Summoning Trap,0.11,4,4,0.44,0.44,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summoning Trap,0.13,1,1,0.13,0.13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summoning Trap,0.07,3,3,0.21,0.21,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summoning Trap,0.09,1,1,0.09,0.09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summoning Trap,0.06,4,4,0.24,0.24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.13,4,4,0.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.12,16,16,1.92,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.09,32,32,2.88,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.08,4,4,0.32,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.06,4,4,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.05,8,8,0.40,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.04,4,4,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.03,4,4,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.02,8,8,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbird's Invocation,0.01,8,8,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunken Hollow,0.61,2,0,1.22,0.00,1.287,2,2.574,1.354,111%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.42,8,8,3.36,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.39,4,4,1.56,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.38,8,0,3.04,0.00,0.48,8,3.84,0.8,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.37,8,4,2.96,1.48,0.4,4,1.6,0.12,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.36,16,16,5.76,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.35,12,12,4.20,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.34,8,0,2.72,0.00,0.408,8,3.264,0.544,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.33,48,28,15.84,9.24,0.39,4,1.56,0.24,18%,0.38,4,1.52,0.2,15%,0.48,8,3.84,1.2,45%,0.52,4,2.08,0.76,58%,,,,,,,,,,,,
Sunpetal Grove (XLN),0.32,44,44,14.08,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.31,16,12,4.96,3.72,0.52,4,2.08,0.84,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.3,20,20,6.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.29,8,4,2.32,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.28,16,16,4.48,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.27,8,8,2.16,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.26,4,4,1.04,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunpetal Grove (XLN),0.23,16,16,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunscourge Champion,0.002,100,68,0.20,0.14,0.0255,8,0.204,0.188,1175%,0.034,8,0.272,0.256,1600%,0.0425,8,0.34,0.324,2025%,0.0595,8,0.476,0.46,2875%,,,,,,,,,,,,
Supreme Will,0.18,4,0,0.72,0.00,0.2,4,0.8,0.08,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Will,0.16,12,0,1.92,0.00,0.57,8,4.56,3.28,256%,0.2465,4,0.986,0.346,54%,,,,,,,,,,,,,,,,,,,,,,
Supreme Will,0.15,16,0,2.40,0.00,0.2465,4,0.986,0.386,64%,0.47,8,3.76,2.56,213%,0.46,4,1.84,1.24,207%,,,,,,,,,,,,,,,,,
Supreme Will,0.13,8,0,1.04,0.00,0.45,8,3.6,2.56,246%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Will,0.11,8,8,0.88,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Will,0.1,8,0,0.80,0.00,0.15,4,0.6,0.2,50%,0.1445,4,0.578,0.178,45%,,,,,,,,,,,,,,,,,,,,,,
Supreme Will,0.09,20,0,1.80,0.00,0.1445,3,0.4335,0.1635,61%,0.14,1,0.14,0.05,56%,0.204,6,1.224,0.684,127%,0.18,2,0.36,0.18,100%,0.2125,8,1.7,0.98,136%,,,,,,,
Supreme Will,0.09,28,16,2.52,1.44,0.24,4,0.96,0.6,167%,0.23,4,0.92,0.56,156%,0.357,4,1.428,1.068,297%,,,,,,,,,,,,,,,,,
Supreme Will,0.08,4,0,0.32,0.00,0.357,4,1.428,1.108,346%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Will,0.07,4,0,0.28,0.00,0.3145,4,1.258,0.978,349%,,,,,,,,,,,,,,,,,,,,,,49.6195,,,,,
Supreme Will,0.06,28,4,1.68,0.24,0.3145,4,1.258,1.018,424%,0.37,4,1.48,1.24,517%,0.36,4,1.44,1.2,500%,0.47,8,3.76,3.28,683%,0.51,4,2.04,1.8,750%,,,,,,,
Supreme Will,0.05,40,0,2.00,0.00,0.43,12,5.16,4.56,760%,0.42,8,3.36,2.96,740%,0.41,4,1.64,1.44,720%,0.6,12,7.2,6.6,1100%,0.59,4,2.36,2.16,1080%,,,,,,,
Supreme Will,0.04,8,0,0.32,0.00,0.4845,8,3.876,3.556,1111%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Will,0.03,4,0,0.12,0.00,0.408,4,1.632,1.512,1260%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Will,0.01,8,0,0.08,0.00,0.16,4,0.64,0.6,1500%,0.153,4,0.612,0.572,1430%,,,,,,,,,,,,,,,,,,,,,,
Swan Song,0.02,4,4,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweltering Suns,1.2,4,0,4.80,0.00,0.5865,4,2.346,-2.454,-51%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweltering Suns,0.99,8,0,7.92,0.00,0.5865,3,1.7595,-1.2105,-41%,1.089,5,5.445,0.495,10%,,,,,,,,,,,,,,,,,,,,,,
Sweltering Suns,0.94,4,2,3.76,1.88,1.089,2,2.178,0.298,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweltering Suns,0.93,4,4,3.72,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweltering Suns,0.68,4,4,2.72,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweltering Suns,0.52,8,8,4.16,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sword of Feast and Famine,2,8,0,16.00,0.00,2.62,8,20.96,4.96,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sword of Feast and Famine,1.94,1,1,1.94,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sword of Fire and Ice,4.15,1,1,4.15,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sword of Light and Shadow,1.54,1,1,1.54,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sword of War and Peace,3.51,1,1,3.51,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylvan Caryatid,0.009,8,8,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Trafficker,0.01,100,92,1.00,0.92,0.14,8,1.12,1.04,1300%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Trafficker,0.009,50,8,0.45,0.07,0.102,8,0.816,0.744,1033%,0.21,4,0.84,0.804,2233%,0.18,4,0.72,0.684,1900%,0.017,14,0.238,0.112,89%,0.17,12,2.04,1.932,1789%,,,,,,,
Taiga,1.14,2,0,2.28,0.00,1.1815,2,2.363,0.083,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiga,1.02,2,0,2.04,0.00,1.18515,2,2.3703,0.3303,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiga,0.81,4,0,3.24,0.00,1.1815,4,4.726,1.486,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiga,0.79,8,8,6.32,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiga,0.72,8,8,5.76,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tamiyo, Field Researcher",3.85,3,0,11.55,0.00,3.7,3,11.1,-0.45,-4%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tamiyo, Field Researcher",3.96,4,0,15.84,0.00,4.02,4,16.08,0.24,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamiyo's Journal,0.01,16,12,0.16,0.12,0.017,4,0.068,0.028,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamiyo's Journal - Foil,0.03,4,4,0.12,0.12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tears of Valakut,0.004,36,8,0.14,0.03,0.08,12,0.96,0.912,1900%,0.07,4,0.28,0.264,1650%,0.18,12,2.16,2.112,4400%,,,,,,,,,,,,,,,,,
Tectonic Edge,0.29,8,0,2.32,0.00,0.82,8,6.56,4.24,183%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tectonic Edge,0.19,6,4,1.14,0.76,0.73,2,1.46,1.08,284%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tectonic Edge,0.16,8,8,1.28,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempered Steel,0.03,8,8,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempest Caller,0.002,100,92,0.20,0.18,0.034,8,0.272,0.256,1600%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple Garden,1.45,4,4,5.80,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple Garden,1.34,8,8,10.72,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple Garden,1.27,2,2,2.54,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple Garden,0.96,8,8,7.68,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple of Mystery,0.009,16,16,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple of Silence,0.009,16,16,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple of Deceit,0.02,12,12,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple of Deceit,0.009,12,12,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple of Abandon,0.009,8,8,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple of Enlightenment,0.21,4,0,0.84,0.00,0.89,4,3.56,2.72,324%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temporal Mastery,1.26,4,4,5.04,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temur Battle Rage,0.009,4,4,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminate,0.1,8,8,0.80,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminate,0.09,4,4,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminate,0.05,8,8,0.40,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminus,0.11,6,0,0.66,0.00,0.2325,6,1.395,0.735,111%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminus,0.1,8,6,0.80,0.60,0.2325,2,0.465,0.265,133%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminus,0.09,4,4,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminus,0.08,8,8,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminus,0.07,4,4,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territorial Gorger,0.009,8,8,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetzimoc,0.26,16,16,4.16,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetzimoc,0.22,4,4,0.88,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetzimoc,0.15,8,8,1.20,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetzimoc,0.11,4,4,0.44,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetzimoc,0.09,12,12,1.08,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetzimoc,0.07,4,4,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetzimoc,0.06,4,4,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tezzeret, the Schemer",1.71,4,0,6.84,0.00,2.89,4,11.56,4.72,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tezzeret, the Schemer",1.1,8,4,8.80,4.40,2.0724,4,8.2896,3.8896,88%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Guardian of Thraben",0.69,3,3,2.07,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Guardian of Thraben - PRM",0.16,12,12,1.92,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Guardian of Thraben - PRM",0.13,4,4,0.52,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Guardian of Thraben - PRM",0.07,8,0,0.56,0.00,0.47,4,1.88,1.6,571%,0.61,4,2.44,2.16,771%,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Guardian of Thraben - PRM",0.06,4,0,0.24,0.00,0.61,4,2.44,2.2,917%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Guardian of Thraben - Foil PRM",0.03,8,8,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Guardian of Thraben - Foil PRM",0.02,32,32,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Guardian of Thraben - Foil PRM",0.009,8,8,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Heretic Cathar",0.41,4,0,1.64,0.00,0.748,4,2.992,1.352,82%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Heretic Cathar",0.45,4,0,1.80,0.00,0.75,2,1.5,0.6,67%,0.561,2,1.122,0.222,25%,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Heretic Cathar",0.4,2,0,0.80,0.00,1.09,2,2.18,1.38,173%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thalia, Heretic Cathar",0.66,4,0,2.64,0.00,1.278,4,5.112,2.472,94%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lancers,0.03,2,0,0.06,0.00,0.051,2,0.102,0.042,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lancers,0.01,160,0,1.60,0.00,0.017,56,0.952,0.392,70%,0.0255,18,0.459,0.279,155%,0.051,22,1.122,0.902,410%,0.03,60,1.8,1.2,200%,0.02,4,0.08,0.04,100%,,,,,,,
Thalia's Lancers,0.009,60,12,0.54,0.11,0.02,20,0.4,0.22,122%,0.034,8,0.272,0.2,278%,0.06,12,0.72,0.612,567%,0.068,7,0.476,0.413,656%,0.0425,1,0.0425,0.0335,372%,,,,,,,
Thalia's Lancers,0.009,100,48,0.90,0.43,0.04,48,1.92,1.488,344%,0.05,4,0.2,0.164,456%,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lieutenant,0.68,4,0,2.72,0.00,0.68,4,2.72,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lieutenant,0.52,4,2,2.08,1.04,0.49,2,0.98,-0.06,-6%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lieutenant,0.39,4,0,1.56,0.00,0.65,4,2.6,1.04,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lieutenant,0.29,4,0,1.16,0.00,0.76,4,3.04,1.88,162%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lieutenant,0.09,4,0,0.36,0.00,0.3485,4,1.394,1.034,287%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lieutenant,0.08,4,0,0.32,0.00,0.1955,4,0.782,0.462,144%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lieutenant,0.05,4,0,0.20,0.00,0.2125,4,0.85,0.65,325%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalia's Lieutenant,0.08,8,0,0.64,0.00,0.2805,8,2.244,1.604,251%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thassa, God of the Sea",0.83,1,0,0.83,0.00,1.1,1,1.1,0.27,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thassa, God of the Sea",0.26,12,1,3.12,0.26,1.1,3,3.3,2.52,323%,1.83,8,14.64,12.56,604%,,,,,,,,,,,,,,,,,,,,,,
The Gitrog Monster,0.4,12,0,4.80,0.00,0.84,4,3.36,1.76,110%,0.68,4,2.72,1.12,70%,0.67,4,2.68,1.08,68%,,,,,,,,,,,,,,,,,
The Immortal Sun,0.94,4,0,3.76,0.00,1.071,2,2.142,0.262,14%,1.098,2,2.196,0.316,17%,,,,,,,,,,,,,,,,,,,,,,
The Tabernacle at Pendrell Vale,13.01,1,1,13.01,13.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermo-Alchemist,0.01,3,0,0.03,0.00,0.0425,3,0.1275,0.0975,325%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermo-Alchemist,0.002,72,38,0.14,0.08,0.0225,16,0.36,0.328,1025%,0.03,2,0.06,0.056,1400%,0.015,4,0.06,0.052,650%,0.01,4,0.04,0.032,400%,0.017,8,0.136,0.12,750%,,,,,,,
Thermo-Alchemist - Foil,0.04,1,0,0.04,0.00,0.2,1,0.2,0.16,400%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thespian Stage,0.16,8,0,1.28,0.00,0.36,8,2.88,1.6,125%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thespian Stage,0.15,4,4,0.60,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thespian Stage,0.12,4,4,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thespian Stage,0.09,4,4,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thespian Stage,0.08,8,8,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thespian Stage,0.06,4,4,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thing in the Ice,1.04,4,0,4.16,0.00,1.179,2,2.358,0.278,13%,1.92,2,3.84,1.76,85%,,,,,,,,,,,,,,,,,,,,,,
Thing in the Ice,0.68,4,0,2.72,0.00,0.95,4,3.8,1.08,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thought Scour,0.19,8,8,1.52,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thought Scour,0.06,32,32,1.92,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thoughtseize,3.14,3,3,9.42,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thoughtseize,3.72,1,1,3.72,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thraben Inspector,0.002,120,80,0.24,0.16,0.0255,16,0.408,0.376,1175%,0.034,24,0.816,0.768,1600%,,,,,,,,,,,,,,,,,,,,,,
Thragtusk,0.62,8,0,4.96,0.00,0.9265,7,6.4855,2.1455,49%,1.5385,1,1.5385,0.9185,148%,,,,,,,,,,,,,,,,,,,,,,
Thragtusk,0.57,8,1,4.56,0.57,1.5385,7,10.7695,6.7795,170%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thragtusk,0.39,4,4,1.56,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrashing Brontodon,0.01,100,100,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrashing Brontodon,0.002,100,76,0.20,0.15,0.085,8,0.68,0.664,4150%,0.034,16,0.544,0.512,1600%,,,,,,,,,,,,,,,,,,,,,,
Thunderherd Migration,0.002,40,16,0.08,0.03,0.034,16,0.544,0.512,1600%,0.0425,8,0.34,0.324,2025%,,,,,,,,,,,,,,,,,,,,,,
Timewalk,4.93,1,1,4.93,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timewarp,8.69,4,4,34.76,34.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tireless Tracker,2.49,2,0,4.98,0.00,2.8554,2,5.7108,0.7308,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tireless Tracker,1.93,1,0,1.93,0.00,2.6167,1,2.6167,0.6867,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tireless Tracker,1.83,3,0,5.49,0.00,2.6167,1,2.6167,0.7867,43%,2.1774,2,4.3548,0.6948,19%,,,,,,,,,,,,,,,,,,,,,,
Tireless Tracker,1.94,3,0,5.82,0.00,2.4257,3,7.2771,1.4571,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tolaria West,1.1,1,1,1.10,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tolaria West,0.89,1,1,0.89,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tolarian Academy,0.42,4,4,1.68,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toolcraft Exemplar - Foil,0.49,2,0,0.98,0.00,0.71,2,1.42,0.44,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toolcraft Exemplar,0.13,4,0,0.52,0.00,0.19,4,0.76,0.24,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toolcraft Exemplar,0.11,12,0,1.32,0.00,0.27,8,2.16,1.28,145%,0.26,4,1.04,0.6,136%,,,,,,,,,,,,,,,,,,,,,,
Toolcraft Exemplar,0.1,24,16,2.40,1.60,0.1615,4,0.646,0.246,62%,0.19,4,0.76,0.36,90%,,,,,,,,,,,,,,,,,,,,,,
Toolcraft Exemplar,0.09,48,36,4.32,3.24,0.1615,4,0.646,0.286,79%,0.19,8,1.52,0.8,111%,,,,,,,,,,,,,,,,,,,,,,
Toolcraft Exemplar,0.06,12,0,0.72,0.00,0.2295,3,0.6885,0.5085,283%,0.27,1,0.27,0.21,350%,0.07,8,0.56,0.08,17%,,,,,,,,,,,,,,,,,
Toolcraft Exemplar,0.05,20,0,1.00,0.00,0.2295,4,0.918,0.718,359%,0.06,12,0.72,0.12,20%,0.07,4,0.28,0.08,40%,,,,,,,,,,,,,,,,,
Toolcraft Exemplar,0.04,28,0,1.12,0.00,0.051,8,0.408,0.088,28%,0.0765,4,0.306,0.146,91%,0.07,8,0.56,0.24,75%,0.085,8,0.68,0.36,113%,,,,,,,,,,,,
Toolcraft Exemplar,0.03,36,0,1.08,0.00,0.0765,4,0.306,0.186,155%,0.0425,8,0.34,0.1,42%,0.08,8,0.64,0.4,167%,0.07,16,1.12,0.64,133%,,,,,,,,,,,,
Toolcraft Exemplar,0.02,60,56,1.20,1.12,0.22,4,0.88,0.8,1000%,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torment of Hellfire,0.42,12,0,5.04,0.00,0.4675,8,3.74,0.38,11%,0.51,4,2.04,0.36,21%,,,,,,,,,,,,,,,,,,,,,,
To the Slaughter,0.08,2,0,0.16,0.00,0.04,2,0.08,-0.08,-50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
